"NR_all_97662.1","9LUV|1|D","9LUV|1|D,9LUV|1|C"
"NR_all_42970.1","4J7M|1|B","4J7M|1|B,9R81|1|Cf,9R81|1|Cp,9R81|1|Ct,9R81|1|Bt,9R81|1|Cd,9R81|1|Cr,9R81|1|Al,9R81|1|Av,9R7R|1|Cb,9R81|1|Bx,9R81|1|Bh,9R81|1|Cb,9R81|1|Ax,9R81|1|Bf,9R81|1|Az,9R81|1|Bd,9R81|1|Aj,9R7R|1|Bz,9R81|1|Ad,9R7R|1|An,9R81|1|Ah,9R81|1|Br,9R7R|1|Bj,9R81|1|Bl,9R81|1|Bv,9R7R|1|Ct,9R81|1|Ar,9R81|1|Bj,4J7L|1|B,9R7R|1|Cf,9R81|1|An,9R7R|1|Af,9R81|1|Ap,9R7R|1|Cp,9R7R|1|Ab,9R81|1|Cn,9R81|1|At,9R81|1|Bp,9R81|1|Bb,9R7R|1|Bf,9R81|1|Cl,9R7R|1|Bv,9R81|1|Bz,9R81|1|Bn,9R81|1|Ch,9R81|1|Ab,9R7R|1|Ad,9R7R|1|Cn,9R7R|1|Bh,9R81|1|Cj,9R7R|1|Bb,9R7R|1|Bx,9R7S|1|Ax,9R7R|1|Bd,9R7R|1|Av,9R7S|1|Bt,8OPL|1|Ap,9R7T|1|Bh,9R7S|1|Cp,9R7R|1|Aj,8OPL|1|Ar,9R7R|1|Az,9R7S|1|Ap,9R7T|1|Az,9R7T|1|Cj,9R7R|1|Cd,8OPL|1|Bz,9R7T|1|Ax,8OPL|1|Bt,9R7S|1|Ct,9R7S|1|Bz,9R7S|1|Al,9R7S|1|Bh,9R81|1|Af,9R7T|1|Ch,9R7S|1|Bl,9R7R|1|Al,9R7T|1|Cf,9R7S|1|An,8OPL|1|Bh,9R7R|1|Ch,9R7R|1|Bt,9R7R|1|Cr,9R7S|1|Cn,9R7S|1|Br,9R7R|1|Ah,8OPL|1|Bc,8OPL|1|Bg,8OPL|1|Ao,8OPL|1|Bb,9R7S|1|Ch,8OPL|1|Al,9R7S|1|Af,8OPL|1|Am,9R7S|1|Bn,9R7S|1|Cj,8OPL|1|Ca,8OPL|1|Be,8OPL|1|Bd,9R7S|1|Ah,9R7S|1|Av,8OPL|1|Bu,8OPL|1|Bf,9R7R|1|Bn,9R7S|1|Bx,8OPL|1|An,9R7T|1|Ad,9R7T|1|Bv,9R7R|1|Bl,9R7R|1|At,9R7R|1|Ax,9R7R|1|Cj,8OPL|1|Ak,9R7T|1|Bz,8OPL|1|Bw,8OPL|1|Bi,8OPL|1|Cb,9R7T|1|Aj,9R7S|1|Bd,9R7S|1|Az,9R7T|1|Ap,9R7S|1|Cl,9R7R|1|Ar,8OPL|1|By,8OPL|1|Aq,8OPL|1|Bv,9R7T|1|Cl,9R7T|1|Br,9R7S|1|Bp,9R7R|1|Cl,9R7T|1|Cr,9R7R|1|Br,9R7R|1|Ap,8OPL|1|Bj,8OPL|1|Bx,9R7R|1|Bp,9R7S|1|Bf,9R7S|1|Bb,9R7T|1|Cn,9R7S|1|At,9R7T|1|Ab,9R7T|1|Bt,9R7S|1|Cb,9R7T|1|Ah,9R7S|1|Ar,9R7S|1|Aj,9R7T|1|Af,8OPL|1|Aj,9R7S|1|Cf,9R7T|1|Bb,9R7T|1|Bd,9R7T|1|Bx,9R7T|1|Cd,9R7S|1|Ab,9R7T|1|Al,9R7S|1|Bv,9R7T|1|Cp,9R7S|1|Bj,9R7S|1|Cd,9R7T|1|Bn,9R7S|1|Cr,9R7T|1|Bf,9R7T|1|Ar,9R7T|1|Bl,9R7T|1|Bp,9R7T|1|Av,9R7T|1|An,8ACB|1|B,9R7T|1|Ct,8ACC|1|B,8OPC|1|Ah,8OPC|1|Ap,8OPC|1|Bx,8OPC|1|Bd,8OPC|1|Bt,8OPC|1|Bb,9R7T|1|Bj,9R7S|1|Ad,8OPC|1|An,8OPC|1|Bf,8OPC|1|Ad,8OPC|1|Al,8OPC|1|Bp,8OPC|1|Ab,8OPC|1|Bn,8OPC|1|Br,8OPC|1|Cb,8OPC|1|Az,5W0M|1|J,8OPC|1|Af,8OPC|1|At,9R7T|1|At,8OPC|1|Ar,8OPC|1|Ax,9R7T|1|Cb,8OPC|1|Bh,8OPC|1|Bl,8OPC|1|Aj,8OPC|1|Cd,8OPC|1|Bz,8OPC|1|Av,8OPC|1|Bj,5W0M|1|I,8OPC|1|Bv,5W0M|1|H,5BUD|1|E,7OG6|1|R,9R7V|1|Av,9R7V|1|Al,9R7V|1|Af,9R7V|1|Cp,9R7V|1|An,9R7V|1|Cd,9R7V|1|Bn,9R7V|1|Cj,9R7V|1|Bp,9R7V|1|Bz,9R7V|1|Ax,9R7V|1|Ad,9R7V|1|Aj,9R7V|1|Cn,9R7V|1|Cf,9R7V|1|Ch,9R7V|1|Br,9R7V|1|Cl,9R7V|1|Bl,9R7V|1|Bt,9R7V|1|At,9R7V|1|Bd,9R7V|1|Cr,9R7V|1|Bb,9R7V|1|Bj,9R7V|1|Ab,9R7V|1|Ct,9R7V|1|Bx,9R7V|1|Bh,9R7V|1|Ar,9R7V|1|Az,9R7V|1|Ap,9R7V|1|Cb,5BUD|1|D,9R7V|1|Bv,9R7V|1|Bf,9R7V|1|Ah,9N7B|1|N2,8OPE|1|Az,8OPE|1|At,8OPE|1|Bj,8OPE|1|Bb,8OPE|1|Ah,8OPE|1|Bh,6HXX|1|Ay,8OPE|1|Bl,8OPE|1|Af,6HXX|1|Bi,6HXX|1|As,6HXX|1|Ba,8OPE|1|Av,6HXX|1|Ar,8OPE|1|Bd,6HXX|1|Bb,6HXX|1|At,6HXX|1|Aj,6HXX|1|Ah,6HXX|1|Ac,6HXX|1|Ag,6HXX|1|Bc,6HXX|1|Ak,6HXX|1|Aq,6HXX|1|Bg,6HXX|1|Be,6HXX|1|Aa,8OPE|1|An,6HXX|1|Au,8OPE|1|Al,6HXX|1|Al,6HXX|1|Az,6HXX|1|Ad,6HXX|1|Ab,6HXX|1|Af,8OPE|1|Ad,6HXX|1|Ai,6HXX|1|Bd,6HXX|1|An,6HXX|1|Av,6HXX|1|Bf,6HXX|1|Ao,8OPE|1|Ar,6HXX|1|Aw,6HXX|1|Ae,6HXX|1|Ap,6HXX|1|Ax,6HXX|1|Bh,6HXX|1|Am,8OPE|1|Bn,8OPE|1|Ap,8OPE|1|Bf,8OPE|1|Ax,8OPE|1|Aj,9R9X|1|Ch,8OPE|1|Ab,8OPE|1|Bp,9R9X|1|Cp,9R9X|1|An,9R9X|1|Bb,9R9X|1|Bh,9R9X|1|Cb,9R9X|1|Bn,9R9X|1|Bd,9R9X|1|Ct,9R9X|1|Ap,9R9X|1|Ar,9R9X|1|Ad,9R9X|1|Cn,9R9X|1|Ab,9R9X|1|Av,9R9X|1|Ax,9R9Z|1|Bp,9R9X|1|Bz,9R9X|1|Bl,9R9Z|1|Cf,9R9X|1|Cr,9R9X|1|Bt,9R9X|1|Cf,9R9Z|1|Bn,9R9X|1|Cj,5ODV|1|m,9R9Z|1|Ax,9R9X|1|Bj,5ODV|1|n,5ODV|1|i,9R9X|1|Al,9R9X|1|Cd,9R9X|1|Ah,5ODV|1|h,5ODV|1|j,9R9X|1|Br,9R9Z|1|Av,5ODV|1|g,9R9X|1|Bf,6A4E|1|B,5ODV|1|f,5ODV|1|a,9R9X|1|At,5ODV|1|w,5ODV|1|k,5ODV|1|c,5ODV|1|o,5ODV|1|d,5ODV|1|x,9R9Z|1|Al,5ODV|1|l,5ODV|1|b,9R9Z|1|Af,5ODV|1|s,5ODV|1|p,9R9X|1|Bp,5ODV|1|v,9R9X|1|Bv,9R9Z|1|Cn,5ODV|1|q,5ODV|1|e,5ODV|1|u,9R9Z|1|Bx,9R9X|1|Bx,9R9X|1|Af,9R9Z|1|Bb,9R9Z|1|Cl,5ODV|1|r,9R9X|1|Az,9R9Z|1|Bv,9R9X|1|Cl,9R9Z|1|Bd,9R9Z|1|Aj,5ODV|1|t,9R9Z|1|Bz,9R9Z|1|Cr,9R9X|1|Aj,9R9Z|1|Ad,9R9Z|1|Cd,9R9Z|1|Ch,9R9Z|1|Cb,9R9Z|1|Cp,9R9Z|1|Ah,9R9Z|1|Bt,6A4E|1|D,9R9Z|1|An,9R9Z|1|Cj,9R9Z|1|Bf,9R9Z|1|Bj,9R9Z|1|Bh,9R9Z|1|Bl,9R9Z|1|At,9R9Z|1|Br,9R9Z|1|Az,6T34|1|m,6T34|1|e,6T34|1|k,6T34|1|n,6T34|1|l,6T34|1|h,6T34|1|s,9R9Z|1|Ar,6T34|1|d,6T34|1|p,6T34|1|b,6T34|1|c,6T34|1|f,6T34|1|j,6T34|1|i,6T34|1|o,6T34|1|q,6T34|1|a,6T34|1|r,6T34|1|g,9R9Z|1|Ap,9R9Z|1|Ct,9R9Z|1|Ab,7AM2|1|R5,9N79|1|N2,5FN1|1|B,9FIA|1|b3,9N7A|1|N2,7Z52|1|R,7NSI|1|AX"
"NR_all_84991.1","9C0I|1|R","9C0I|1|R"
"NR_all_25334.1","8T2P|1|B+8T2P|1|A","8T2P|1|B+8T2P|1|A"
"NR_all_16916.1","9C2K|1|C","9C2K|1|C"
"NR_all_99790.2","1NZ1|1|A","1NZ1|1|A,1SYZ|13|A"
"NR_all_89144.1","8T66|1|C","8T66|1|C"
"NR_all_81928.1","9C3H|1|S4","9C3H|1|S4"
"NR_all_52295.3","2ET8|1|A+2ET8|1|B","2ET8|1|A+2ET8|1|B,1O9M|1|A+1O9M|1|B,2F4U|1|A+2F4U|1|B"
"NR_all_14513.3","3SIU|1|F","3SIU|1|F,3SIU|1|C"
"NR_all_45612.1","8TDV|1|K","8TDV|1|K"
"NR_all_37507.1","9C4H|1|X","9C4H|1|X"
"NR_all_08155.3","3SIV|1|C+3SIV|1|F","3SIV|1|C+3SIV|1|F,3SIV|1|I+3SIV|1|L"
"NR_all_65458.1","8TDW|1|K","8TDW|1|K"
"NR_all_28938.1","9C6K|1|X","9C6K|1|X"
"NR_all_62516.1","3SJ2|1|A+3SJ2|1|B","3SJ2|1|A+3SJ2|1|B"
"NR_all_32199.1","8TDZ|1|A","8TDZ|1|A"
"NR_all_03986.3","1KD5|1|A+1KD5|1|B","1KD5|1|A+1KD5|1|B,1KD3|1|A+1KD3|1|B"
"NR_all_61357.1","8TE2|1|A","8TE2|1|A"
"NR_all_33956.1","9C7B|1|B","9C7B|1|B"
"NR_all_64635.1","1KD4|1|A+1KD4|1|B","1KD4|1|A+1KD4|1|B"
"NR_all_94411.1","8THQ|1|R+8THQ|1|S","8THQ|1|R+8THQ|1|S"
"NR_all_28476.1","9CAG|1|E","9CAG|1|E"
"NR_all_90687.3","1KH6|1|A","1KH6|1|A,2AGN|1|E"
"NR_all_12080.3","3HGA|1|X","3HGA|1|X,1OSU|1|A"
"NR_all_93050.3","8TJX|1|N","8TJX|1|N,8TJQ|1|N"
"NR_all_92404.1","9CDB|1|I","9CDB|1|I"
"NR_all_78686.1","1KIS|1|A","1KIS|1|A"
"NR_all_08729.1","1OSW|10|A","1OSW|10|A"
"NR_all_79194.1","8TJU|1|A","8TJU|1|A"
"NR_all_80630.1","9CER|1|W","9CER|1|W"
"NR_all_63765.1","1KKA|1|A","1KKA|1|A"
"NR_all_04088.1","1P5M|20|A","1P5M|20|A"
"NR_all_24279.1","8TOC|1|R","8TOC|1|R"
"NR_all_28334.3","1KNZ|1|W","1KNZ|1|W,1KNZ|1|X,1KNZ|1|Z,1KNZ|1|Y"
"NR_all_72919.4","1P5P|1|A","1P5P|1|A,1P5O|2|A"
"NR_all_73383.1","8TSV|1|A+8TSV|1|B","8TSV|1|A+8TSV|1|B"
"NR_all_47370.3","1P6V|1|B","1P6V|1|B,1P6V|1|D"
"NR_all_10125.1","8TUX|1|R","8TUX|1|R"
"NR_all_72256.1","1KOC|1|B+1KOC|1|A","1KOC|1|B+1KOC|1|A"
"NR_all_10469.1","1P79|1|A","1P79|1|A"
"NR_all_84535.1","8U3M|1|A","8U3M|1|A"
"NR_all_14947.3","1KOG|1|O","1KOG|1|O,1KOG|1|J,1KOG|1|L,1KOG|1|I,1KOG|1|P,1KOG|1|M,1KOG|1|N,1KOG|1|K"
"NR_all_73434.1","1PJY|1|A","1PJY|1|A"
"NR_all_22327.3","3SNP|1|D","3SNP|1|D,3SNP|1|C"
"NR_all_99645.1","9CF1|1|W+9CF1|1|N+9CF1|1|T","9CF1|1|W+9CF1|1|N+9CF1|1|T"
"NR_all_03559.1","1PN8|1|D","1PN8|1|D"
"NR_all_51156.3","3SQW|1|B","3SQW|1|B,3SQX|1|B"
"NR_all_48141.1","9CF3|1|W+9CF3|1|T+9CF3|1|N","9CF3|1|W+9CF3|1|T+9CF3|1|N"
"NR_all_49607.1","3SSF|1|A+3SSF|1|B","3SSF|1|A+3SSF|1|B"
"NR_all_99411.1","1KOS|2|A","1KOS|2|A"
"NR_all_45159.3","4J50|1|A+4J50|1|B","4J50|1|A+4J50|1|B,3SYW|1|A+3SYW|1|B,4YN6|1|A+4YN6|1|B"
"NR_all_95129.1","8UAU|1|R","8UAU|1|R"
"NR_all_01597.4","1Q2R|1|E","1Q2R|1|E,7NQ4|1|C,1Q2R|1|F,1Q2S|1|F,1Q2S|1|E"
"NR_all_38806.1","9CM4|1|G","9CM4|1|G,9CM4|1|J"
"NR_all_69247.2","1KPZ|1|A","1KPZ|1|A,1KPY|4|A"
"NR_all_01981.1","3T3O|1|B","3T3O|1|B"
"NR_all_18162.1","1KQ2|1|R","1KQ2|1|R"
"NR_all_66740.3","3T5N|1|C","3T5N|1|C,3T5Q|1|H,3T5Q|1|L"
"NR_all_93156.1","1Q8N|1|A","1Q8N|1|A"
"NR_all_18291.1","3T5Q|1|D","3T5Q|1|D"
"NR_all_98999.1","8UD3|1|G+8UD3|1|H","8UD3|1|G+8UD3|1|H"
"NR_all_30844.1","1QC0|1|B+1QC0|1|A","1QC0|1|B+1QC0|1|A"
"NR_all_79660.1","3T5Q|1|J","3T5Q|1|J"
"NR_all_25599.1","8UD5|1|G+8UD5|1|H","8UD5|1|G+8UD5|1|H"
"NR_all_29203.1","1QC8|3|A","1QC8|3|A"
"NR_all_66812.3","8UIW|1|N","8UIW|1|N,8UIW|1|R,8UTA|1|R,8UTA|1|N"
"NR_all_20366.1","1QCU|1|C+1QCU|1|D","1QCU|1|C+1QCU|1|D"
"NR_all_36993.1","1QES|1|A+1QES|1|B","1QES|1|A+1QES|1|B"
"NR_all_39058.1","8UMF|1|B+8UMF|1|C+8UMF|1|D+8UMF|1|E","8UMF|1|B+8UMF|1|C+8UMF|1|D+8UMF|1|E"
"NR_all_85174.1","1QF6|1|B","1QF6|1|B"
"NR_all_25327.1","8UO6|1|B","8UO6|1|B"
"NR_all_03445.1","1QVF|1|3","1QVF|1|3"
"NR_all_05063.2","8UQP|1|7+8UQP|1|5+8UQP|1|6","8UQP|1|7+8UQP|1|5+8UQP|1|6,8UQL|1|7+8UQL|1|5+8UQL|1|6,8UR0|1|7+8UR0|1|5+8UR0|1|6,8UQM|1|7+8UQM|1|5+8UQM|1|6"
"NR_all_69608.1","1QWB|1|A","1QWB|1|A"
"NR_all_32675.1","3TS2|1|V","3TS2|1|V"
"NR_all_91237.1","1QZC|1|C","1QZC|1|C"
"NR_all_73731.4","3U4M|1|B","3U4M|1|B,4QVI|1|B,4QG3|1|B,3UMY|1|B,3U56|1|B,5NPM|1|B"
"NR_all_85038.1","8URB|1|J+8URB|1|I","8URB|1|J+8URB|1|I"
"NR_all_22464.1","1R3E|1|C","1R3E|1|C"
"NR_all_04288.7","6N6E|1|D","6N6E|1|D,4G7O|1|I,4G7O|1|S,6L74|1|I,5X22|1|S,5X22|1|I,3UD3|1|A,5X21|1|I,9GZM|1|R,5UH6|1|I,3UD4|1|B,9GZN|1|R,8I88|1|L,5UH9|1|I"
"NR_all_30380.1","8URY|1|7+8URY|1|5+8URY|1|6","8URY|1|7+8URY|1|5+8URY|1|6"
"NR_all_05494.2","2G32|1|K+2G32|1|L","2G32|1|K+2G32|1|L,2GQ4|1|K+2GQ4|1|L,2G32|1|M+2G32|1|N,2GQ4|1|M+2GQ4|1|N,2GQ6|1|K+2GQ6|1|L,2GQ7|1|K+2GQ7|1|L,2GQ5|1|K+2GQ5|1|L,2GQ7|1|M+2GQ7|1|N,2GPM|1|K+2GPM|1|L,2GQ6|1|M+2GQ6|1|N,2GQ5|1|M+2GQ5|1|N,2GPM|1|M+2GPM|1|N,1R3O|1|C+1R3O|1|D,1R3O|1|A+1R3O|1|B"
"NR_all_81631.1","8HUD|1|B+8HUD|1|C+8HUD|1|D","8HUD|1|B+8HUD|1|C+8HUD|1|D"
"NR_all_78731.1","3UZS|1|C","3UZS|1|C"
"NR_all_80760.3","8UUA|1|B","8UUA|1|B,8UU4|1|B,8UU9|1|B,8UU5|1|B,8UU8|1|B,8UU7|1|B,8UU6|1|B"
"NR_all_76838.1","1R3X|10|C","1R3X|10|C"
"NR_all_28506.1","3V6Y|1|B","3V6Y|1|B"
"NR_all_97254.1","1R7W|1|A","1R7W|1|A"
"NR_all_33378.1","3V74|1|B","3V74|1|B"
"NR_all_31216.2","1R9F|1|C+1R9F|1|B","1R9F|1|C+1R9F|1|B,6BJG|1|C+6BJG|1|D,6BJH|1|C+6BJH|1|D,6BJV|1|C+6BJV|1|D"
"NR_all_01612.3","1RAU|1|A","1RAU|1|A,1RAU|1|B,1RAU|1|C,1RAU|1|D"
"NR_all_13991.3","8I43|1|A","8I43|1|A,8I44|1|A"
"NR_all_82984.3","4ENC|1|A","4ENC|1|A,4ENB|1|A,3VRS|1|A,4ENA|1|A,4EN5|1|A"
"NR_all_64698.3","8I45|1|A","8I45|1|A,8I46|1|A"
"NR_all_42294.1","1RAW|1|A","1RAW|1|A"
"NR_all_97357.1","8I54|1|B","8I54|1|B"
"NR_all_53747.1","8UU9|1|w","8UU9|1|w"
"NR_all_84854.1","1RGO|1|D","1RGO|1|D"
"NR_all_27765.1","8UX4|1|AN","8UX4|1|AN"
"NR_all_33176.1","1RKJ|1|B","1RKJ|1|B"
"NR_all_56234.1","8UXA|1|AN","8UXA|1|AN"
"NR_all_53179.1","1RMV|1|B","1RMV|1|B"
"NR_all_44691.1","3W3S|1|B","3W3S|1|B"
"NR_all_95071.1","8IAZ|1|E+8IAZ|1|B+8IAZ|1|C","8IAZ|1|E+8IAZ|1|B+8IAZ|1|C"
"NR_all_47507.1","1RNG|1|A","1RNG|1|A"
"NR_all_87467.3","3WC1|1|P","3WC1|1|P,3WC1|1|Q"
"NR_all_10348.2","8UYE|7|A","8UYE|7|A,8UYG|29|A"
"NR_all_66678.1","1ROQ|1|A","1ROQ|1|A"
"NR_all_69638.3","3WQY|1|C","3WQY|1|C,3WQZ|1|C"
"NR_all_49127.1","8IBZ|1|E","8IBZ|1|E"
"NR_all_14340.1","8UYJ|9|A","8UYJ|9|A"
"NR_all_23650.3","2A0P|1|A+2A0P|1|B","2A0P|1|A+2A0P|1|B,259D|1|A+259D|1|B,1RXB|1|A+1RXB|1|B,1RXA|1|A"
"NR_all_84179.1","3WZI|1|C","3WZI|1|C"
"NR_all_63951.1","8IEW|1|B+8IEW|1|C","8IEW|1|B+8IEW|1|C"
"NR_all_72189.1","8UYP|17|A","8UYP|17|A"
"NR_all_34771.3","7OBQ|1|1","7OBQ|1|1,6FRK|1|1,7OBR|1|1,6R6G|1|AF,4UE5|1|A,1RY1|1|A"
"NR_all_02600.3","8UZ3|1|4","8UZ3|1|4,8UZG|1|4,8V03|1|4,8VUP|1|4"
"NR_all_12677.1","402D|1|A+402D|1|B","402D|1|A+402D|1|B"
"NR_all_98489.1","8IP0|1|F+8IP0|1|G+8IP0|1|E","8IP0|1|F+8IP0|1|G+8IP0|1|E"
"NR_all_81871.2","8UZB|1|B+8UZB|1|C+8UZB|1|D","8UZB|1|B+8UZB|1|C+8UZB|1|D,8UZA|1|B+8UZA|1|C+8UZA|1|D"
"NR_all_66293.1","1RY1|1|E","1RY1|1|E"
"NR_all_57688.3","409D|1|C+409D|1|D","409D|1|C+409D|1|D,409D|1|A+409D|1|B,409D|1|E+409D|1|F"
"NR_all_46933.1","8V1H|1|A","8V1H|1|A"
"NR_all_71924.1","1RY1|1|O+1RY1|1|P","1RY1|1|O+1RY1|1|P"
"NR_all_06780.1","1S03|1|A","1S03|1|A"
"NR_all_67171.1","418D|1|A+418D|1|B","418D|1|A+418D|1|B"
"NR_all_40127.1","8ITS|1|A","8ITS|1|A"
"NR_all_74840.1","8VAH|1|G","8VAH|1|G"
"NR_all_01648.1","1S2F|1|A","1S2F|1|A"
"NR_all_74724.2","8IYQ|1|O+8IYQ|1|F+8IYQ|1|S","8IYQ|1|O+8IYQ|1|F+8IYQ|1|S,8WMN|1|O+8WMN|1|F+8WMN|1|C+8WMN|1|N,8WMM|1|O+8WMM|1|F+8WMM|1|S,8WMM|1|D+8WMM|1|C+8WMM|1|Y,8WMH|1|O+8WMH|1|C+8WMH|1|E"
"NR_all_05058.1","8VAK|1|D","8VAK|1|D"
"NR_all_02758.1","1S9S|1|A","1S9S|1|A"
"NR_all_99184.1","433D|1|A+433D|1|B","433D|1|A+433D|1|B"
"NR_all_94125.1","8VAK|1|F","8VAK|1|F"
"NR_all_60430.1","8VCI|2|A","8VCI|2|A"
"NR_all_95980.2","8J1J|1|C+8J1J|1|D+8J1J|1|E","8J1J|1|C+8J1J|1|D+8J1J|1|E,8J3R|1|C+8J3R|1|D"
"NR_all_55857.1","8VFS|1|A+8VFS|1|B","8VFS|1|A+8VFS|1|B"
"NR_all_01008.3","8J62|1|X","8J62|1|X,8J62|1|Y"
"NR_all_31201.1","8VJT|1|A","8VJT|1|A"
"NR_all_15581.1","1SCL|4|A","1SCL|4|A"
"NR_all_17134.1","8J72|1|C","8J72|1|C"
"NR_all_69326.1","8VKV|1|7+8VKV|1|5+8VKV|1|6","8VKV|1|7+8VKV|1|5+8VKV|1|6"
"NR_all_19179.1","8JHP|1|A","8JHP|1|A"
"NR_all_24723.2","8VM8|1|R","8VM8|1|R,9DCF|1|C"
"NR_all_51746.3","8JSL|1|G","8JSL|1|G,8JSM|1|G,8JSN|1|G"
"NR_all_01593.3","8VM9|1|R","8VM9|1|R,8VM9|1|C"
"NR_all_78170.1","1L1C|1|C","1L1C|1|C"
"NR_all_48266.2","9QRP|1|T","9QRP|1|T,1SER|1|T"
"NR_all_08327.3","435D|1|C+435D|1|D","435D|1|C+435D|1|D,435D|1|A+435D|1|B"
"NR_all_34093.3","8VMA|1|C","8VMA|1|C,8VMA|1|R"
"NR_all_15952.1","1SI2|1|B","1SI2|1|B"
"NR_all_19513.1","438D|1|A+438D|1|B","438D|1|A+438D|1|B"
"NR_all_36280.1","8JTR|1|B","8JTR|1|B"
"NR_all_60733.1","8VMB|1|R","8VMB|1|R"
"NR_all_54586.3","1L3Z|1|B","1L3Z|1|B,1L3Z|1|A"
"NR_all_67819.3","1SLO|1|A","1SLO|1|A,1SLP|1|A"
"NR_all_70955.1","1L9A|1|B","1L9A|1|B"
"NR_all_27393.1","1SY4|1|A","1SY4|1|A"
"NR_all_68688.1","8K0K|1|J","8K0K|1|J"
"NR_all_29558.1","8VOR|1|7+8VOR|1|5+8VOR|1|6","8VOR|1|7+8VOR|1|5+8VOR|1|6"
"NR_all_83745.3","5T3K|1|A+5T3K|1|B","5T3K|1|A+5T3K|1|B,5T3K|1|C+5T3K|1|D,1T0D|1|C+1T0D|1|D,1T0D|1|A+1T0D|1|B"
"NR_all_24655.3","8VSA|1|ATRN","8VSA|1|ATRN,8VS9|1|ATRN"
"NR_all_53304.1","1FL8|12|A","1FL8|12|A"
"NR_all_51591.3","8VU0|1|C","8VU0|1|C,8VU0|1|D"
"NR_all_30413.1","1FNX|1|R","1FNX|1|R"
"NR_all_72697.1","1T0E|1|A+1T0E|1|C","1T0E|1|A+1T0E|1|C"
"NR_all_76335.3","8VUO|1|F","8VUO|1|F,8VUO|1|E"
"NR_all_73483.3","1T1M|1|A","1T1M|1|A,1T1O|1|A"
"NR_all_92754.1","8VV2|1|C","8VV2|1|C"
"NR_all_68838.3","1T1M|1|B","1T1M|1|B,1T1O|1|C"
"NR_all_16641.1","8VVJ|1|A","8VVJ|1|A"
"NR_all_18069.1","1FQZ|1|A","1FQZ|1|A"
"NR_all_43326.1","1T28|1|A","1T28|1|A"
"NR_all_22827.3","8K1E|1|A","8K1E|1|A,8K1E|1|B,8VT5|1|A"
"NR_all_34462.3","1T4L|1|A","1T4L|1|A,2LUP|1|A,2LBS|1|A"
"NR_all_04218.3","2M4Q|6|1","2M4Q|6|1,1FYO|1|A"
"NR_all_35198.1","484D|10|B","484D|10|B"
"NR_all_47611.2","8VVQ|1|TA","8VVQ|1|TA,8VVP|1|TA,8VVR|1|TA,8VVS|1|TA"
"NR_all_20290.1","1FYP|11|A","1FYP|11|A"
"NR_all_84251.1","1TBK|1|A","1TBK|1|A"
"NR_all_40657.1","1G1X|1|J+1G1X|1|I","1G1X|1|J+1G1X|1|I"
"NR_all_12093.1","1TFW|1|G+1TFW|1|J","1TFW|1|G+1TFW|1|J"
"NR_all_45112.1","486D|1|C","486D|1|C"
"NR_all_45392.2","8VVQ|1|UA","8VVQ|1|UA,8VVP|1|UA,8VVR|1|UA,8VVS|1|UA"
"NR_all_36794.1","1G2J|1|A","1G2J|1|A"
"NR_all_92005.3","4A2X|1|L+4A2X|1|M","4A2X|1|L+4A2X|1|M,4A2X|1|N+4A2X|1|O"
"NR_all_40231.1","8K28|1|P+8K28|1|Q+8K28|1|R","8K28|1|P+8K28|1|Q+8K28|1|R"
"NR_all_03202.3","1TFY|1|H+1TFY|1|E","1TFY|1|H+1TFY|1|E,1TFY|1|I+1TFY|1|F"
"NR_all_28969.3","4A36|1|R+4A36|1|S","4A36|1|R+4A36|1|S,4A36|1|T+4A36|1|U"
"NR_all_44051.2","8VVP|1|VA","8VVP|1|VA,8VVQ|1|VA"
"NR_all_96035.1","1TJZ|1|A","1TJZ|1|A"
"NR_all_36159.1","4A4R|1|A","4A4R|1|A"
"NR_all_82559.2","8VVR|1|VA","8VVR|1|VA,8VVS|1|VA"
"NR_all_46963.2","1PJG|1|A+1PJG|1|B","1PJG|1|A+1PJG|1|B,1PJO|1|A+1PJO|1|B,1G4Q|1|A+1G4Q|1|B,7OOO|1|A+7OOO|1|B,7OOO|1|D+7OOO|1|E,1JB8|1|A+1JB8|1|B,7NRP|1|A+7NRP|1|B,7OOS|1|A+7OOS|1|B,7OZZ|1|A+7OZZ|1|B"
"NR_all_63125.1","1TOB|1|A","1TOB|1|A"
"NR_all_82922.1","4A4T|1|A","4A4T|1|A"
"NR_all_59062.1","8K3O|1|V","8K3O|1|V"
"NR_all_38170.1","8VVU|1|VA","8VVU|1|VA"
"NR_all_10777.1","1TRJ|1|C","1TRJ|1|C"
"NR_all_27655.1","4ADX|1|0","4ADX|1|0"
"NR_all_04493.1","8K7W|1|A","8K7W|1|A"
"NR_all_51450.1","1TXS|1|A","1TXS|1|A"
"NR_all_21882.1","4ADX|1|9","4ADX|1|9"
"NR_all_04689.1","8K8B|1|A","8K8B|1|A"
"NR_all_39397.3","8W1P|1|R+8W1P|1|N+8W1P|1|T","8W1P|1|R+8W1P|1|N+8W1P|1|T,8YEO|1|C+8YEO|1|T+8YEO|1|N,8YDB|1|C+8YDB|1|T+8YDB|1|N,8YH9|1|C"
"NR_all_13485.3","1U1Y|1|R","1U1Y|1|R,1U1Y|1|S"
"NR_all_20405.3","2U2A|1|A","2U2A|1|A,1U2A|1|A"
"NR_all_82450.1","8W2O|1|r","8W2O|1|r"
"NR_all_22656.1","8W35|1|C","8W35|1|C"
"NR_all_46564.1","4ATO|1|G","4ATO|1|G"
